Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Ohio,201.6,28,219.4,56,421.0,29,163.6,98,247.2,119,410.8,119,0.4,28.8,27.2,3-2,
Ohio State Buckeyes,181.5,68,264.5,62,446.0,59,97.2,18,132.0,6,229.2,5,0.0,36.2,5.5,4-0,
Oklahoma,126.0,106,305.0,34,431.0,72,89.2,13,118.5,3,207.8,1,-1.5,31.2,9.0,4-0,
Oklahoma State,153.5,84,202.0,100,355.5,107,213.0,105,260.0,81,473.0,102,0.2,17.2,35.0,1-3,
Old Dominion,239.0,31,230.0,84,469.0,46,185.5,87,159.5,14,345.0,39,0.2,33.5,16.5,3-1,
Ole Miss,209.2,20,322.6,6,531.8,6,164.2,100,172.4,50,336.6,79,-0.6,40.6,18.8,5-0,
Oregon Ducks,239.4,9,264.4,21,503.8,9,114.8,50,123.4,12,238.2,26,1.0,46.6,12.2,5-0,
Oregon State,97.0,112,238.6,38,335.6,77,164.0,99,279.2,128,443.2,124,-0.6,17.4,36.6,0-5,
Penn State,180.0,69,217.0,89,397.0,91,119.8,35,154.5,13,274.2,16,1.2,39.0,11.8,3-1,
Pittsburgh,102.2,122,301.0,36,403.2,88,76.2,6,236.8,62,313.0,29,-1.0,39.2,22.8,2-2,
Purdue,108.8,118,279.5,53,388.2,95,158.5,59,213.0,47,371.5,50,-1.2,28.0,26.5,2-2,
Rice,221.0,14,84.4,126,305.4,98,163.2,97,171.6,49,334.8,77,0.4,20.4,20.4,3-2,
Rutgers,141.6,70,293.6,12,435.2,25,128.8,62,218.4,95,347.2,86,0.2,39.0,25.4,3-2,
Sam Houston,108.5,119,160.2,118,268.8,127,161.8,63,321.8,124,483.5,107,0.2,16.2,42.8,0-4,
San Diego State,149.0,90,168.2,114,314.5,121,93.0,17,146.0,8,239.0,8,0.5,23.8,9.8,3-1,
San José State,102.5,121,297.8,39,400.2,89,147.8,53,277.0,100,424.8,80,-1.2,20.2,28.0,1-3,
Smu,141.0,96,281.5,51,422.5,75,115.2,30,334.5,127,449.8,90,0.2,34.8,26.5,2-2,
South Alabama,190.0,32,192.8,79,382.8,42,200.0,118,162.4,37,362.4,91,-0.6,25.2,31.8,1-4,
South Carolina,101.0,105,208.8,67,309.8,96,143.6,82,180.2,54,323.8,70,1.0,24.8,18.8,3-2,
South Florida,134.2,101,265.5,60,399.8,90,132.5,41,271.0,93,403.5,69,1.0,31.8,21.5,3-1,
Southern Miss,140.0,73,249.2,31,389.2,37,167.4,102,230.0,108,397.4,113,1.2,31.0,26.2,3-2,
Stanford,98.6,108,233.4,43,332.0,81,114.2,49,315.0,131,429.2,122,-0.2,20.6,29.4,2-3,
Syracuse,112.8,96,329.0,5,441.8,23,177.0,107,290.6,130,467.6,125,-0.8,31.2,29.6,3-2,
Tcu,134.8,100,320.8,26,455.5,53,132.5,41,257.2,78,389.8,61,0.0,37.2,21.5,3-1,
Temple,183.2,67,182.2,111,365.5,105,180.0,83,171.5,23,351.5,41,1.2,31.0,26.0,2-2,
Tennessee,204.4,24,337.2,3,541.6,5,114.2,49,259.2,125,373.4,97,0.0,51.0,29.0,4-1,
Texas Aandm,169.5,77,294.2,40,463.8,50,117.2,31,190.0,32,307.2,28,-0.2,35.8,24.0,4-0,
Texas Longhorns,203.0,52,236.0,81,439.0,66,59.8,3,152.2,11,212.0,3,0.8,31.8,7.8,3-1,
Texas State,223.2,37,219.5,88,442.8,63,198.2,95,188.0,31,386.2,59,-0.8,36.2,25.0,3-1,
Texas Tech,208.5,48,365.5,13,574.0,16,56.5,2,181.2,26,237.8,7,1.0,52.0,11.2,4-0,
Toledo,213.8,18,230.0,45,443.8,22,95.0,33,131.8,17,226.8,18,0.8,35.8,12.4,3-2,
Troy,138.2,97,160.2,118,298.5,123,131.8,40,186.5,29,318.2,30,-0.5,20.5,23.0,2-2,
Tulane,206.0,21,188.6,82,394.6,35,147.8,85,251.4,121,399.2,114,1.4,26.2,24.0,4-1,
Tulsa,169.4,45,224.8,52,394.2,36,179.4,109,191.2,64,370.6,96,-0.2,21.0,22.6,2-3,
USC Trojans,226.0,12,338.0,2,564.0,1,107.8,44,251.0,120,358.8,89,0.8,48.4,23.0,4-1,
Uab,117.2,114,320.0,27,437.2,68,223.8,108,259.2,79,483.0,106,-0.8,32.8,41.0,2-2,
Ucf,203.5,51,234.5,83,438.0,67,164.5,66,129.8,5,294.2,23,0.8,34.8,15.0,3-1,
Ucla,124.2,107,197.0,103,321.2,120,233.5,115,169.0,20,402.5,68,-0.5,14.2,31.2,0-4,
Uconn,200.2,29,268.8,18,469.0,15,159.8,96,232.8,110,392.6,110,0.6,34.2,25.2,3-2,
Ul Monroe,218.5,41,125.5,124,344.0,115,85.8,12,279.5,102,365.2,47,0.0,22.0,28.5,3-1,
Unlv,206.5,49,244.2,77,450.8,55,152.2,56,275.5,98,427.8,83,1.5,36.8,28.2,4-0,
Utah,242.6,8,226.6,49,469.2,14,140.8,80,159.6,34,300.4,52,0.2,39.0,14.6,4-1,
Utah State,169.8,44,251.8,30,421.6,28,187.6,116,226.0,104,413.6,120,0.4,36.4,30.4,3-2,
Utep,101.2,104,244.8,33,346.0,70,155.8,92,185.6,58,341.4,82,-1.0,20.8,26.6,1-4,
Utsa,214.2,42,200.0,102,414.2,83,117.2,31,288.8,109,406.0,71,0.8,31.2,30.2,2-2,
Vanderbilt,224.2,13,271.0,16,495.2,10,79.6,21,199.2,73,278.8,40,1.0,49.0,17.2,5-0,
Virginia,246.8,7,296.2,11,543.0,4,134.4,70,222.2,101,356.6,87,0.2,45.6,23.2,4-1,
Virginia Tech,157.2,53,221.0,55,378.2,43,139.8,78,219.0,96,358.8,89,-0.6,23.6,28.0,2-3,
Wake Forest,168.5,79,243.0,78,411.5,84,140.0,48,200.5,35,340.5,36,-0.5,26.2,20.8,2-2,
Washington,210.8,47,250.2,73,461.0,51,84.5,11,201.8,36,286.2,20,1.2,43.2,19.8,3-1,
Washington State,79.6,124,228.4,47,308.0,97,150.8,89,179.8,53,330.6,76,-1.2,20.6,28.8,3-2,
West Virginia,216.4,16,179.4,86,395.8,34,156.6,93,211.2,86,367.8,95,-0.4,22.0,26.6,2-3,
Western Kentucky,126.6,83,321.4,7,448.0,20,210.8,121,176.0,52,386.8,107,0.0,35.0,22.6,4-1,
Western Michigan,133.0,81,144.6,112,277.6,111,142.2,81,184.0,56,326.2,74,0.4,19.4,24.2,2-3,
Wisconsin,122.8,110,205.8,96,328.5,118,50.0,1,234.5,61,284.5,19,-0.5,20.8,18.8,2-2,
Wyoming,160.5,82,185.0,108,345.5,113,163.0,64,196.0,33,359.0,45,0.2,16.8,18.8,2-2,
