Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
California,73.4,132,264.7,31,338.1,102,155.9,80,192.5,32,348.5,49,-0.3,23.6,25.7,6-5,
Central Michigan,179.5,40,159.3,117,338.7,101,148.2,66,207.3,48,355.5,56,0.7,25.7,22.8,7-4,
Charlotte,89.5,127,209.5,85,299.1,123,204.8,127,268.0,126,472.8,129,-0.8,15.6,37.2,1-10,
Cincinnati,186.4,34,237.5,59,423.9,33,167.6,90,222.8,70,390.5,85,-0.2,32.5,23.0,7-4,
Clemson Tigers,129.8,95,274.5,23,404.4,56,108.7,22,239.0,91,347.5,47,-0.1,28.7,21.0,6-5,
Coastal Carolina,181.1,37,156.2,119,337.3,103,205.5,128,246.2,105,451.7,127,0.0,24.0,31.6,6-5,
Colorado,124.5,102,205.5,90,330.0,106,225.0,131,211.2,53,436.2,123,-0.1,21.5,31.1,3-8,
Colorado State,117.0,115,206.2,88,323.2,110,194.9,119,231.7,80,426.6,115,-0.4,18.3,29.8,2-9,
Delaware,106.9,122,300.3,8,407.2,53,177.4,106,237.9,88,415.3,110,-0.7,26.9,32.6,5-6,
Duke,134.2,90,291.3,12,425.5,31,142.4,57,267.0,124,409.4,104,0.3,33.3,29.2,6-5,
East Carolina,177.6,46,282.7,17,460.4,18,127.6,40,222.3,69,349.9,51,0.2,32.7,21.9,7-4,
Eastern Michigan,143.5,81,226.4,68,369.9,83,226.5,132,190.9,28,417.5,112,0.0,24.4,29.6,4-7,
Florida,124.5,102,207.9,87,332.4,105,153.7,77,221.4,67,375.1,69,-0.2,19.9,24.3,3-8,
Florida Atlantic,111.2,117,344.3,1,455.5,20,195.1,120,233.1,83,428.2,117,-1.5,31.9,35.8,4-7,
Florida International,179.9,39,212.1,82,392.0,63,156.3,81,254.4,115,410.6,106,-0.1,26.8,28.8,6-5,
Florida State,223.5,11,254.6,40,478.2,11,126.2,36,192.8,33,319.0,27,-0.4,34.1,20.4,5-6,
Fresno State,162.1,63,184.3,105,346.4,97,136.8,48,164.7,9,301.5,15,0.1,25.1,20.6,7-4,
Georgia Bulldogs,190.7,28,239.8,57,430.5,28,87.7,5,206.9,47,294.6,14,-0.1,33.7,17.4,10-1,
Georgia Southern,145.8,77,244.1,51,389.9,65,236.1,133,238.5,90,474.5,131,0.3,28.2,35.5,5-6,
Georgia State,123.3,106,263.5,32,386.8,68,201.1,124,253.0,113,454.1,128,-1.1,20.6,38.8,1-10,
Georgia Tech,215.4,16,270.7,26,486.1,6,168.2,92,241.6,100,409.8,105,-0.5,35.3,25.8,9-2,
Hawai'i,103.6,123,289.7,13,393.4,62,140.9,53,219.5,61,360.4,60,-0.3,28.6,25.0,7-4,
Houston,172.6,52,216.5,78,389.2,66,135.3,45,206.3,46,341.5,45,0.2,28.1,21.6,8-3,
Illinois,132.3,92,245.9,49,378.2,78,127.5,39,232.3,81,359.7,59,0.1,30.2,24.2,7-4,
Indiana,224.6,10,259.6,35,484.3,8,82.5,4,166.5,13,249.0,3,1.4,43.3,11.6,11-0,
Iowa,174.5,50,134.8,126,309.4,118,106.1,20,166.3,12,272.4,9,0.2,27.9,15.1,7-4,
Iowa State,169.0,58,231.3,64,400.3,58,149.1,69,220.0,63,369.1,65,0.3,28.1,20.8,7-4,
Jacksonville State,260.4,3,161.3,115,421.6,36,151.1,74,248.0,107,399.1,95,0.8,29.5,26.1,7-4,
James Madison,238.4,5,209.2,86,447.5,23,93.3,9,168.3,15,261.5,5,0.0,35.9,16.5,10-1,
Kansas,158.8,65,223.0,71,381.8,73,174.3,101,210.5,51,384.8,78,-0.1,28.7,26.4,5-6,
Kansas State,169.2,57,205.9,89,375.1,81,165.0,87,227.0,75,392.0,86,0.9,29.9,27.8,5-6,
Kennesaw State,162.5,62,246.2,48,408.7,49,162.1,86,239.4,94,401.5,98,-0.2,27.4,23.5,8-3,
Kent State,86.3,128,196.2,98,282.5,128,181.8,113,255.0,118,436.8,124,-0.2,20.0,33.8,4-7,
Kentucky,148.3,75,211.2,83,359.5,88,123.5,33,245.2,103,368.6,64,-0.5,25.1,25.1,5-6,
Liberty,184.1,35,194.0,99,378.1,79,177.2,104,192.8,33,370.0,66,-0.5,24.1,24.5,4-7,
Louisiana,187.5,33,158.0,118,345.5,99,188.2,115,220.5,65,408.6,103,0.0,26.8,30.3,5-6,
Louisiana Tech,178.9,42,175.7,112,354.6,91,144.2,59,228.7,77,372.9,68,0.7,26.4,20.5,6-5,
Louisville,154.0,68,230.3,66,384.3,70,116.1,25,198.8,38,314.9,24,0.1,29.2,23.0,7-4,
Lsu,109.1,118,236.7,61,345.6,98,121.5,30,192.0,31,313.5,23,0.5,22.6,18.5,7-4,
Marshall,210.4,17,198.8,95,409.2,48,146.7,61,253.2,114,399.9,96,0.5,31.8,30.8,5-6,
Maryland,108.3,120,237.2,60,345.5,99,177.3,105,220.5,66,397.8,93,0.6,23.1,25.5,4-7,
Massachusetts,83.6,130,159.8,116,243.5,132,217.0,130,220.2,64,437.2,125,-0.5,10.8,38.0,0-11,
Memphis,192.4,26,240.3,56,432.6,27,127.4,38,239.3,93,366.6,63,0.7,36.2,22.0,8-3,
Miami,150.8,73,275.8,21,426.6,30,92.1,6,190.2,27,282.3,12,0.8,33.7,14.5,9-2,
Miami (oh),153.3,69,193.2,100,346.5,96,119.4,27,208.9,50,328.3,33,0.6,24.4,21.7,6-5,
Michigan,224.6,10,196.9,96,421.5,37,94.4,12,208.5,49,302.9,17,0.4,29.3,17.9,9-2,
Michigan State,119.2,110,216.4,79,335.5,104,155.3,79,210.6,52,365.9,61,-0.3,23.4,30.1,3-8,
Middle Tennessee,97.6,126,265.4,30,363.0,86,152.1,75,251.2,112,403.3,100,0.0,21.6,31.5,2-9,
Minnesota,101.1,124,202.9,93,304.0,122,125.5,34,224.3,73,349.7,50,0.4,23.8,24.9,6-5,
Mississippi State,152.3,71,242.4,54,394.6,61,190.7,116,202.8,43,393.5,89,0.3,31.5,28.4,5-6,
Missouri,226.3,9,211.2,83,437.5,26,104.7,17,170.2,17,274.9,10,-0.4,32.3,19.6,7-4,
Missouri State,119.0,111,272.1,24,391.1,64,140.6,52,237.1,87,377.7,71,0.0,25.0,27.1,7-4,
Navy,308.8,1,140.0,129,448.8,50,146.1,44,263.9,96,410.0,67,0.2,32.9,27.9,8-2,
Nc State,146.5,76,252.0,42,398.5,59,144.8,60,291.1,131,435.9,122,-0.1,29.1,29.7,6-5,
Nebraska,139.1,84,242.6,53,381.7,74,169.3,93,138.8,2,308.1,20,0.3,30.5,21.5,7-4,
Nevada,151.8,72,147.1,123,298.9,124,143.5,58,215.6,59,359.1,58,-1.1,17.6,26.2,3-8,
New Mexico,153.1,70,222.5,72,375.5,80,107.1,21,243.4,102,350.5,53,-0.6,28.4,23.0,8-3,
New Mexico State,76.8,131,244.8,50,321.6,111,162.1,86,234.8,84,396.9,92,0.1,21.4,27.3,4-7,
North Carolina,108.4,119,182.9,108,291.3,127,119.9,29,212.2,55,332.1,37,-0.2,19.3,22.9,4-7,
North Texas,180.9,38,321.1,3,502.0,2,211.4,129,166.5,13,377.9,72,1.3,46.3,24.1,10-1,
Northern Illinois,174.5,50,105.4,130,279.9,129,179.5,110,170.9,18,350.4,52,0.1,15.8,23.4,3-8,
Northwestern,174.9,48,183.5,106,358.4,90,141.9,56,197.6,36,339.5,43,-0.1,23.4,21.0,6-5,
Notre Dame Fighting Irish,206.0,18,247.6,46,453.6,22,100.9,13,212.3,56,313.2,22,1.1,41.4,17.4,9-2,
Ohio,218.2,14,191.3,103,409.5,47,152.5,76,204.6,45,357.2,57,0.1,28.5,22.6,7-4,
Ohio State Buckeyes,170.7,55,270.1,27,440.8,24,80.0,2,126.6,1,206.6,1,0.4,37.9,7.6,11-0,
Oklahoma,128.5,96,221.9,74,350.4,92,81.4,3,199.4,39,280.7,11,0.0,27.3,14.0,9-2,
Oklahoma State,126.7,99,171.5,114,298.3,125,161.4,85,263.8,122,425.2,114,-0.4,14.3,34.5,1-10,
Old Dominion,231.6,7,234.1,62,465.7,15,149.2,70,186.8,25,336.0,41,-0.1,33.2,20.1,8-3,
Ole Miss,189.3,30,305.1,6,494.4,4,140.5,51,183.0,21,323.5,29,-0.3,37.2,20.2,10-1,
Oregon Ducks,228.6,8,243.2,52,471.8,13,104.5,16,145.7,3,250.3,4,0.5,39.3,14.9,10-1,
Oregon State,135.2,89,224.1,70,359.3,89,156.5,82,223.6,71,380.1,76,-0.8,19.1,29.2,2-9,
Penn State,166.4,61,179.1,110,345.5,99,147.8,65,169.5,16,317.3,26,0.2,31.0,20.1,5-6,
Pittsburgh,125.5,101,281.9,18,407.4,52,93.2,8,236.9,86,330.1,36,0.2,37.6,23.7,8-3,
Purdue,133.9,91,215.3,80,349.2,93,166.5,89,246.1,104,412.6,107,-0.9,20.2,29.6,2-9,
Rice,218.8,13,97.4,131,316.2,115,147.1,63,240.5,97,387.5,81,-0.1,21.4,30.5,5-6,
Rutgers,136.6,86,259.5,36,396.2,60,203.0,126,224.2,72,427.2,116,0.1,28.0,31.1,5-6,
Sam Houston,127.1,98,185.9,104,313.0,116,198.8,123,274.5,128,473.4,130,0.5,17.9,36.2,2-9,
San Diego State,187.9,32,153.2,121,340.1,100,105.4,19,158.2,6,263.5,6,0.5,25.4,11.6,9-2,
San José State,120.7,109,298.5,9,419.3,38,149.7,71,255.0,118,404.7,101,-1.0,22.1,31.7,3-8,
Smu,127.3,97,286.5,14,413.8,44,105.4,19,280.5,129,385.9,79,1.1,32.7,19.1,8-3,
South Alabama,200.5,22,183.4,107,383.9,71,168.0,91,198.1,37,366.1,62,0.2,26.5,28.7,4-7,
South Carolina,118.0,113,211.1,84,329.1,107,136.1,46,211.6,54,347.7,48,0.6,23.5,21.5,4-7,
South Florida,221.4,12,274.6,22,496.0,3,131.8,43,265.0,123,396.8,91,0.7,42.2,25.2,8-3,
Southern Miss,141.0,83,271.9,25,412.9,45,180.4,112,219.6,62,400.0,97,1.1,30.9,27.4,7-4,
Stanford,85.5,129,221.6,75,307.1,120,113.6,24,284.5,130,398.2,94,-0.3,18.7,27.4,4-7,
Syracuse,117.1,114,231.1,65,348.2,94,179.9,111,248.9,110,428.8,118,-1.3,20.9,35.0,3-8,
Tcu,123.5,104,291.5,11,415.0,43,137.2,49,239.2,92,376.4,70,-0.1,29.5,25.4,7-4,
Temple,145.5,78,202.4,94,347.9,95,193.5,118,184.4,23,377.9,72,0.9,28.1,27.6,5-6,
Tennessee,186.4,34,307.9,5,494.3,5,131.1,41,247.5,106,378.6,73,0.4,42.3,27.3,8-3,
Texas Aandm,196.3,24,269.2,29,465.5,16,118.8,26,183.1,22,301.9,16,-0.5,38.1,21.5,11-0,
Texas Longhorns,121.9,107,259.9,34,381.8,73,92.7,7,243.2,101,335.9,40,0.9,29.8,20.0,8-3,
Texas State,217.3,15,253.2,41,470.5,14,169.9,94,234.9,85,404.8,102,-0.5,34.9,31.0,5-6,
Texas Tech,195.5,25,286.5,15,482.0,9,74.4,1,191.4,30,265.7,7,1.2,42.6,12.3,10-1,
Toledo,176.0,47,247.5,47,423.5,34,93.5,10,148.7,4,242.3,2,0.5,32.5,13.0,7-4,
Troy,107.1,121,209.2,86,316.3,114,177.5,107,206.9,47,384.5,77,0.0,24.9,24.5,7-4,
Tulane,169.5,56,242.6,53,412.1,46,131.6,42,261.8,121,393.5,88,0.5,28.8,24.8,9-2,
Tulsa,174.0,51,228.3,67,402.3,57,178.3,109,218.6,60,396.9,92,-0.6,23.1,28.7,4-7,
USC Trojans,177.8,45,301.0,7,478.8,10,148.5,67,203.6,44,352.2,54,0.3,37.2,23.5,8-3,
Uab,130.5,94,274.6,22,405.2,55,191.5,117,238.1,89,429.6,119,-1.2,26.0,39.5,3-8,
Ucf,168.7,59,217.7,77,386.5,69,154.2,78,175.6,19,329.8,35,-0.2,24.6,22.0,5-6,
Ucla,142.5,82,178.5,111,320.9,112,196.1,122,191.1,29,387.2,80,-0.3,18.9,33.8,3-8,
Uconn,163.2,44,300.5,2,463.7,1,185.4,125,227.8,109,413.2,126,1.2,36.9,25.8,9-3,
Ul Monroe,158.7,66,145.8,125,304.5,121,158.5,84,231.3,79,389.7,83,-0.7,15.6,32.1,3-8,
Unlv,203.3,20,257.5,37,460.8,17,173.9,100,254.9,117,428.8,118,0.6,36.7,29.1,9-2,
Utah,279.9,2,204.8,91,484.7,7,171.8,97,176.6,20,348.5,49,0.3,42.0,18.5,9-2,
Utah State,167.0,60,257.5,38,424.5,32,176.0,103,241.0,99,417.0,111,0.4,32.5,28.5,6-5,
Utep,123.7,103,204.6,92,328.4,108,166.2,88,213.7,57,379.9,75,-0.6,22.6,27.6,2-9,
Utsa,178.3,43,240.8,55,419.1,39,149.0,68,240.9,98,389.9,84,0.5,34.6,29.8,6-5,
Vanderbilt,174.7,49,283.9,16,458.6,19,105.0,18,248.4,108,353.4,55,0.4,38.9,21.7,9-2,
Virginia,189.5,29,250.1,44,439.5,25,109.4,23,214.8,58,324.2,31,0.5,33.7,21.2,9-2,
Virginia Tech,189.0,31,174.4,113,363.4,85,150.4,73,228.6,76,379.0,74,-0.6,22.7,30.5,3-8,
Wake Forest,159.8,64,222.3,73,382.1,72,123.4,32,193.5,34,316.8,25,-0.1,26.4,19.0,8-3,
Washington,171.5,54,256.5,39,428.0,29,103.5,15,200.5,41,304.1,18,0.3,35.5,18.8,8-3,
Washington State,112.9,116,196.8,97,309.7,117,141.2,54,166.6,14,307.8,19,-0.8,20.6,21.3,5-6,
West Virginia,171.9,53,193.1,101,365.0,84,141.5,55,254.6,116,396.2,90,0.2,23.7,29.2,4-7,
Western Kentucky,126.5,100,281.0,19,407.5,51,170.6,96,221.7,68,392.4,87,-0.4,29.4,22.2,8-3,
Western Michigan,181.5,36,146.2,124,327.6,109,125.6,35,162.2,8,287.8,13,0.1,23.0,18.5,7-4,
Wisconsin,121.3,108,132.3,128,253.5,131,103.3,14,229.9,78,333.2,38,-0.6,13.4,22.0,4-7,
Wyoming,138.8,85,181.3,109,320.1,113,172.5,98,165.2,10,337.7,42,-0.3,16.8,19.9,4-7,
