Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Marshall,207.6,21,198.7,95,406.3,58,147.2,66,265.1,114,412.3,102,0.9,32.6,31.3,5-5,
Maryland,112.0,113,233.3,66,345.3,98,172.2,99,221.1,64,393.3,84,0.8,23.4,23.5,4-6,
Massachusetts,79.5,130,166.8,113,246.3,133,202.4,124,239.4,90,441.8,123,-0.4,10.5,37.6,0-10,
Memphis,192.4,17,240.3,37,432.6,13,127.4,52,239.3,111,366.6,93,0.7,36.2,22.0,8-3,
Miami,157.6,70,269.9,29,427.5,37,81.9,3,189.1,28,271.0,7,0.8,33.7,14.2,8-2,
Miami (oh),152.4,74,194.0,100,346.4,97,126.7,34,199.5,41,326.2,32,0.4,23.1,21.9,5-5,
Michigan,224.3,13,195.1,99,419.4,41,96.7,12,201.8,44,298.5,16,0.3,27.7,17.7,8-2,
Michigan State,123.1,102,212.5,84,335.6,106,155.4,80,217.0,60,372.4,69,-0.4,24.0,31.1,3-7,
Middle Tennessee,88.2,128,265.1,34,353.3,92,159.4,86,248.2,104,407.6,96,-0.1,20.7,33.0,1-9,
Minnesota,105.3,124,196.8,98,302.1,125,116.0,26,216.2,58,332.2,36,0.3,22.7,23.6,6-4,
Mississippi State,152.3,56,242.4,31,394.6,29,190.7,128,202.8,69,393.5,118,0.3,31.5,28.4,5-6,
Missouri,241.9,7,209.2,88,451.1,24,104.9,16,169.9,14,274.8,9,-0.2,34.9,19.9,7-3,
Missouri State,111.8,114,264.9,35,376.7,81,143.4,56,222.1,66,365.5,61,0.2,24.1,25.7,7-3,
Navy,308.8,1,140.0,123,448.8,25,146.1,62,263.9,112,410.0,99,0.2,32.9,27.9,8-2,
Nc State,147.7,80,262.0,39,409.7,53,141.3,53,299.9,129,441.2,122,-0.5,29.9,31.6,5-5,
Nebraska,139.9,89,248.2,49,388.1,73,163.1,89,134.6,3,297.7,14,0.3,32.5,19.9,7-3,
Nevada,145.7,83,156.0,119,301.7,126,151.0,73,222.0,65,373.0,70,-1.1,18.1,28.1,2-8,
New Mexico,151.2,75,234.2,65,385.4,77,106.8,17,262.6,109,369.4,65,-0.9,29.2,25.0,7-3,
New Mexico State,65.1,132,241.7,59,306.8,120,153.5,76,243.2,97,396.7,86,0.2,20.1,26.9,3-7,
North Carolina,109.1,120,180.8,107,289.9,128,114.2,25,215.9,56,330.1,35,-0.2,18.7,22.0,4-6,
North Texas,181.9,39,306.3,10,488.2,9,202.9,125,173.1,16,376.0,74,1.4,45.3,24.1,9-1,
Northern Illinois,174.6,49,108.1,127,282.7,130,161.3,87,184.8,24,346.1,48,0.0,15.5,22.2,3-7,
Northwestern,170.4,52,171.3,112,341.7,103,150.2,71,191.0,31,341.2,42,0.0,21.9,19.6,5-5,
Notre Dame Fighting Irish,193.7,29,265.7,32,459.4,22,99.8,13,224.0,73,323.8,28,0.9,38.5,18.4,8-2,
Ohio,203.7,23,207.6,89,411.3,51,155.3,79,216.1,57,371.4,68,-0.1,27.1,23.5,6-4,
Ohio State Buckeyes,162.4,61,279.5,21,441.9,27,81.4,1,131.2,2,212.6,1,0.4,37.5,7.5,10-0,
Oklahoma,131.0,95,226.8,72,357.8,90,82.5,4,196.2,35,278.7,10,-0.2,28.3,14.8,8-2,
Oklahoma State,129.0,98,176.3,110,305.3,122,165.0,91,263.1,110,428.1,116,-0.5,14.3,36.3,1-9,
Old Dominion,217.2,14,240.0,62,457.2,23,159.2,85,185.5,25,344.7,46,-0.1,32.0,21.1,7-3,
Ole Miss,189.3,20,305.1,1,494.4,1,140.5,78,183.0,43,323.5,53,-0.3,37.2,20.2,10-1,
Oregon Ducks,233.6,9,241.8,58,475.4,14,109.8,21,127.3,1,237.1,3,0.5,39.0,13.7,9-1,
Oregon State,135.2,79,224.1,52,359.3,66,156.5,98,223.6,100,380.1,106,-0.8,19.1,29.2,2-9,
Penn State,159.9,67,178.9,108,338.8,105,149.5,70,167.7,11,317.2,22,0.2,30.4,21.1,4-6,
Pittsburgh,119.4,109,287.5,17,406.9,56,90.4,8,234.9,85,325.3,30,0.0,37.2,23.3,7-3,
Purdue,133.9,81,215.3,64,349.2,78,166.5,111,246.1,120,412.6,127,-0.9,20.2,29.6,2-9,
Rice,211.1,18,97.0,128,308.1,118,144.7,58,217.6,61,362.3,58,-0.1,21.1,27.9,5-5,
Rutgers,143.7,86,277.4,23,421.1,40,197.9,119,229.0,79,426.9,113,0.1,29.9,30.0,5-5,
Sam Houston,131.9,93,176.4,109,308.3,117,199.5,122,275.2,125,474.7,131,0.6,18.0,36.7,2-8,
San Diego State,190.0,33,160.4,115,349.3,94,102.6,14,160.5,8,263.1,5,0.3,25.4,12.5,8-2,
San José State,119.5,108,314.9,7,434.4,28,148.0,68,272.4,121,420.4,109,-0.9,24.0,32.4,3-7,
Smu,122.2,105,284.5,20,406.7,57,103.1,15,298.6,128,401.7,92,1.1,32.2,20.4,7-3,
South Alabama,194.3,28,183.1,104,377.4,80,180.7,108,177.9,19,358.6,56,0.1,25.0,28.1,3-7,
South Carolina,103.4,125,200.7,92,304.1,124,145.1,59,215.4,54,360.5,57,0.6,20.7,23.0,3-7,
South Florida,224.4,12,268.1,30,492.5,7,131.9,45,266.4,115,398.3,87,0.6,41.6,25.9,7-3,
Southern Miss,151.0,76,259.1,42,410.1,52,172.1,98,223.0,68,395.1,85,1.3,30.5,25.9,7-3,
Stanford,78.1,131,231.5,68,309.6,116,123.8,32,284.5,127,408.3,97,-0.6,17.5,29.1,3-7,
Syracuse,117.6,110,244.7,55,362.3,88,165.0,91,267.1,116,432.1,117,-1.1,22.3,31.5,3-7,
Tcu,122.5,103,291.4,16,413.9,47,127.9,38,247.0,103,374.9,72,0.2,30.7,26.5,6-4,
Temple,158.1,68,204.2,90,362.3,88,195.4,117,179.7,20,375.1,73,1.1,29.6,26.7,5-5,
Tennessee,180.2,42,318.3,4,498.5,4,129.7,41,260.7,107,390.4,82,0.4,43.4,28.9,7-3,
Texas Aandm,191.2,30,273.3,27,464.5,19,127.6,36,196.8,36,324.4,29,-0.3,37.1,23.6,10-0,
Texas Longhorns,124.4,100,246.6,51,371.0,84,83.2,5,235.1,86,318.3,23,0.8,27.6,18.3,7-3,
Texas State,216.9,15,258.4,43,475.3,15,173.5,101,241.8,94,415.3,104,-0.5,35.3,32.7,4-6,
Texas Tech,195.5,16,286.5,6,482.0,3,74.4,2,191.4,51,265.7,12,1.2,42.6,12.3,10-1,
Toledo,175.0,48,250.4,46,425.4,39,90.0,7,143.0,4,233.0,2,0.5,32.0,13.4,6-4,
Troy,111.6,115,194.0,100,305.6,121,180.1,106,191.2,32,371.3,67,0.0,24.3,25.0,6-4,
Tulane,168.9,54,243.8,56,412.7,49,142.8,55,269.6,119,412.4,103,0.5,28.0,26.0,8-2,
Tulsa,168.4,55,224.4,74,392.8,69,171.4,97,234.1,83,405.5,94,-0.6,22.8,29.1,3-7,
USC Trojans,190.4,32,298.1,13,488.5,8,145.5,60,198.3,40,343.8,43,0.4,38.2,21.7,8-2,
Uab,130.5,96,277.0,24,407.5,55,191.6,114,227.9,76,419.5,107,-1.1,26.8,38.7,3-7,
Ucf,173.1,51,212.4,85,385.5,76,159.2,85,180.8,21,340.0,41,-0.1,25.4,22.8,4-6,
Ucla,151.0,76,181.3,106,332.3,108,194.5,116,188.8,27,383.3,77,-0.2,19.4,32.4,3-7,
Uconn,164.0,41,287.3,5,451.3,6,184.7,126,203.5,72,388.3,114,1.1,35.9,24.1,8-3,
Ul Monroe,161.2,63,143.8,122,305.0,123,152.2,74,234.3,84,386.5,78,-0.9,15.8,32.2,3-7,
Unlv,201.9,24,258.0,44,459.9,21,184.5,112,264.1,113,448.6,125,0.7,36.6,31.0,8-2,
Utah,278.7,2,199.4,93,478.1,12,141.8,54,184.1,23,325.9,31,0.3,41.1,15.6,8-2,
Utah State,161.0,64,265.6,33,426.6,38,175.8,105,246.4,102,422.2,112,0.5,32.9,29.7,5-5,
Utep,111.3,116,210.0,86,321.3,111,163.4,90,207.5,47,370.9,66,-0.8,21.8,27.0,2-8,
Utsa,175.1,47,240.1,61,415.2,46,148.1,69,240.7,91,388.8,80,0.2,32.3,30.4,5-5,
Vanderbilt,185.7,37,258.4,43,444.1,26,112.4,23,244.8,98,357.2,55,0.2,38.3,22.2,8-2,
Virginia,189.5,19,250.1,25,439.5,11,109.4,30,214.8,87,324.2,54,0.5,33.7,21.2,9-2,
Virginia Tech,188.5,35,171.7,111,360.2,89,157.1,83,218.0,62,375.1,73,-0.6,23.3,30.1,3-7,
Wake Forest,149.5,77,213.1,83,362.6,87,129.0,39,189.5,29,318.5,24,-0.1,23.8,19.5,7-3,
Washington,167.5,56,260.7,40,428.2,35,108.2,18,205.6,46,313.8,21,0.2,34.3,19.3,7-3,
Washington State,111.2,117,199.4,93,310.6,114,137.8,50,168.9,13,306.7,19,-0.9,20.7,21.0,5-5,
West Virginia,171.9,34,193.1,85,365.0,61,141.5,82,254.6,126,396.2,120,0.2,23.7,29.2,4-7,
Western Kentucky,136.9,92,296.1,14,433.0,30,175.1,104,223.7,70,398.8,88,-0.4,31.3,23.1,8-2,
Western Michigan,163.5,60,157.6,118,321.1,112,120.8,31,170.6,15,291.4,11,0.2,21.8,18.4,6-4,
Wisconsin,112.5,112,136.3,124,248.8,132,108.6,19,228.1,77,336.7,39,-0.7,12.0,23.2,3-7,
Wyoming,145.9,82,184.2,101,330.1,109,168.5,93,175.9,17,344.4,45,-0.4,17.8,20.6,4-6,
