away_ats,away_pa_pg,away_pass_def_rank,away_pass_rank,away_pf_pg,away_pr,away_pr_rank,away_py_allowed_pg,away_py_pg,away_rush_def_rank,away_rush_rank,away_ry_allowed_pg,away_ry_pg,away_sos,away_sos_rank,away_su,away_team_norm,away_team_raw,away_to_margin_pg,away_tot_def_rank,away_tot_off_rank,away_ty_allowed_pg,away_ty_pg,favored_side,game_key,hfa,home_ats,home_pa_pg,home_pass_def_rank,home_pass_rank,home_pf_pg,home_pr,home_pr_rank,home_py_allowed_pg,home_py_pg,home_rush_def_rank,home_rush_rank,home_ry_allowed_pg,home_ry_pg,home_sos,home_sos_rank,home_su,home_team_norm,home_team_raw,home_to_margin_pg,home_tot_def_rank,home_tot_off_rank,home_ty_allowed_pg,home_ty_pg,is_closing,kickoff_iso_utc,moneyline_away,moneyline_home,odds_source,rating_diff,rating_diff_favored_team,rating_vs_odds,rating_vs_odds_favored_team,raw_sources,season,snapshot_at,source_uid,spread_favored_team,spread_home_relative,total,week
,21.5,26,57,31.5,77.28,36.0,188.0,243.3,22,71,109.9,156.6,71.74,48.0,7-3,Louisville,Louisville,0.2,15,63,297.9,399.9,,20251122_1700_louisville_smu,3.43,,20.4,128,20,32.2,84.62,18.0,298.6,284.5,15,105,103.1,122.2,69.83,59.0,7-3,Smu,SMU,1.1,92,57,401.7,406.7,,2025-11-22T17:00:00Z,,,,7.34,,,,"{'league_metrics_away': {'ATS': None, 'PA': 21.5, 'PF': 31.5, 'PY(D)': 188.0, 'PY(O)': 243.3, 'R(D)_PY': 26, 'R(D)_RY': 22, 'R(D)_TY': 15, 'R(O)_PY': 57, 'R(O)_RY': 71, 'R(O)_TY': 63, 'RY(D)': 109.9, 'RY(O)': 156.6, 'SU': '7-3', 'TO': 0.2, 'TY(D)': 297.9, 'TY(O)': 399.9, 'Team': 'Louisville'}, 'league_metrics_home': {'ATS': None, 'PA': 20.4, 'PF': 32.2, 'PY(D)': 298.6, 'PY(O)': 284.5, 'R(D)_PY': 128, 'R(D)_RY': 15, 'R(D)_TY': 92, 'R(O)_PY': 20, 'R(O)_RY': 105, 'R(O)_TY': 57, 'RY(D)': 103.1, 'RY(O)': 122.2, 'SU': '7-3', 'TO': 1.1, 'TY(D)': 401.7, 'TY(O)': 406.7, 'Team': 'Smu'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 77.28, 'pr_rank': 36, 'season': 2025, 'sos': 71.74, 'sos_rank': 48, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Louisville', 'team_norm': 'Louisville', 'team_raw': 'Louisville', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 84.62, 'pr_rank': 18, 'season': 2025, 'sos': 69.83, 'sos_rank': 59, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Smu', 'team_norm': 'Smu', 'team_raw': 'SMU', 'week': 13}, 'schedule_row': {'away_team': 'Louisville', 'conference_game': True, 'home_team': 'SMU', 'id': 401754602, 'kickoff_iso_utc': '2025-11-22T17:00:00Z', 'season': 2025, 'venue': 'Gerald J. Ford Stadium', 'week': 13}}",2025,,401754602,,,,13
,14.2,28,29,33.7,88.9,9.0,189.1,269.9,3,70,81.9,157.6,72.79,38.0,8-2,Miami,Miami,0.8,7,37,271.0,427.5,,20251122_1700_miami_virginia_tech,3.43,,30.1,62,111,23.3,68.47,69.0,218.0,171.7,83,35,157.1,188.5,74.98,21.0,3-7,Virginia Tech,Virginia Tech,-0.6,73,89,375.1,360.2,,2025-11-22T17:00:00Z,,,,-20.43,,,,"{'league_metrics_away': {'ATS': None, 'PA': 14.2, 'PF': 33.7, 'PY(D)': 189.1, 'PY(O)': 269.9, 'R(D)_PY': 28, 'R(D)_RY': 3, 'R(D)_TY': 7, 'R(O)_PY': 29, 'R(O)_RY': 70, 'R(O)_TY': 37, 'RY(D)': 81.9, 'RY(O)': 157.6, 'SU': '8-2', 'TO': 0.8, 'TY(D)': 271.0, 'TY(O)': 427.5, 'Team': 'Miami'}, 'league_metrics_home': {'ATS': None, 'PA': 30.1, 'PF': 23.3, 'PY(D)': 218.0, 'PY(O)': 171.7, 'R(D)_PY': 62, 'R(D)_RY': 83, 'R(D)_TY': 73, 'R(O)_PY': 111, 'R(O)_RY': 35, 'R(O)_TY': 89, 'RY(D)': 157.1, 'RY(O)': 188.5, 'SU': '3-7', 'TO': -0.6, 'TY(D)': 375.1, 'TY(O)': 360.2, 'Team': 'Virginia Tech'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 88.9, 'pr_rank': 9, 'season': 2025, 'sos': 72.79, 'sos_rank': 38, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Miami-florida', 'team_norm': 'Miami-florida', 'team_raw': 'Miami-Florida', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 68.47, 'pr_rank': 69, 'season': 2025, 'sos': 74.98, 'sos_rank': 21, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Virginia Tech', 'team_norm': 'Virginia Tech', 'team_raw': 'Virginia Tech', 'week': 13}, 'schedule_row': {'away_team': 'Miami', 'conference_game': True, 'home_team': 'Virginia Tech', 'id': 401754603, 'kickoff_iso_utc': '2025-11-22T17:00:00Z', 'season': 2025, 'venue': 'Lane Stadium', 'week': 13}}",2025,,401754603,,,,13
,23.6,58,98,22.7,72.11,57.0,216.2,196.8,26,124,116.0,105.3,70.94,53.0,6-4,Minnesota,Minnesota,0.3,36,125,332.2,302.1,,20251122_1700_minnesota_northwestern,3.43,,19.6,31,112,21.9,71.52,59.0,191.0,171.3,71,52,150.2,170.4,72.76,39.0,5-5,Northwestern,Northwestern,0.0,42,103,341.2,341.7,,2025-11-22T17:00:00Z,,,,-0.59,,,,"{'league_metrics_away': {'ATS': None, 'PA': 23.6, 'PF': 22.7, 'PY(D)': 216.2, 'PY(O)': 196.8, 'R(D)_PY': 58, 'R(D)_RY': 26, 'R(D)_TY': 36, 'R(O)_PY': 98, 'R(O)_RY': 124, 'R(O)_TY': 125, 'RY(D)': 116.0, 'RY(O)': 105.3, 'SU': '6-4', 'TO': 0.3, 'TY(D)': 332.2, 'TY(O)': 302.1, 'Team': 'Minnesota'}, 'league_metrics_home': {'ATS': None, 'PA': 19.6, 'PF': 21.9, 'PY(D)': 191.0, 'PY(O)': 171.3, 'R(D)_PY': 31, 'R(D)_RY': 71, 'R(D)_TY': 42, 'R(O)_PY': 112, 'R(O)_RY': 52, 'R(O)_TY': 103, 'RY(D)': 150.2, 'RY(O)': 170.4, 'SU': '5-5', 'TO': 0.0, 'TY(D)': 341.2, 'TY(O)': 341.7, 'Team': 'Northwestern'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 72.11, 'pr_rank': 57, 'season': 2025, 'sos': 70.94, 'sos_rank': 53, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Minnesota', 'team_norm': 'Minnesota', 'team_raw': 'Minnesota', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 71.52, 'pr_rank': 59, 'season': 2025, 'sos': 72.76, 'sos_rank': 39, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Northwestern', 'team_norm': 'Northwestern', 'team_raw': 'Northwestern', 'week': 13}, 'schedule_row': {'away_team': 'Minnesota', 'conference_game': True, 'home_team': 'Northwestern', 'id': 401752909, 'kickoff_iso_utc': '2025-11-22T17:00:00Z', 'season': 2025, 'venue': 'Wrigley Field', 'week': 13}}",2025,,401752909,,,,13
,19.9,14,88,34.9,82.83,23.0,169.9,209.2,16,7,104.9,241.9,74.64,23.0,7-3,Missouri,Missouri,-0.2,9,24,274.8,451.1,,20251122_1700_missouri_oklahoma,3.43,,14.8,35,72,28.3,87.24,11.0,196.2,226.8,4,95,82.5,131.0,78.17,7.0,8-2,Oklahoma,Oklahoma,-0.2,10,90,278.7,357.8,,2025-11-22T17:00:00Z,,,,4.41,,,,"{'league_metrics_away': {'ATS': None, 'PA': 19.9, 'PF': 34.9, 'PY(D)': 169.9, 'PY(O)': 209.2, 'R(D)_PY': 14, 'R(D)_RY': 16, 'R(D)_TY': 9, 'R(O)_PY': 88, 'R(O)_RY': 7, 'R(O)_TY': 24, 'RY(D)': 104.9, 'RY(O)': 241.9, 'SU': '7-3', 'TO': -0.2, 'TY(D)': 274.8, 'TY(O)': 451.1, 'Team': 'Missouri'}, 'league_metrics_home': {'ATS': None, 'PA': 14.8, 'PF': 28.3, 'PY(D)': 196.2, 'PY(O)': 226.8, 'R(D)_PY': 35, 'R(D)_RY': 4, 'R(D)_TY': 10, 'R(O)_PY': 72, 'R(O)_RY': 95, 'R(O)_TY': 90, 'RY(D)': 82.5, 'RY(O)': 131.0, 'SU': '8-2', 'TO': -0.2, 'TY(D)': 278.7, 'TY(O)': 357.8, 'Team': 'Oklahoma'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 82.83, 'pr_rank': 23, 'season': 2025, 'sos': 74.64, 'sos_rank': 23, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Missouri', 'team_norm': 'Missouri', 'team_raw': 'Missouri', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 87.24, 'pr_rank': 11, 'season': 2025, 'sos': 78.17, 'sos_rank': 7, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Oklahoma', 'team_norm': 'Oklahoma', 'team_raw': 'Oklahoma', 'week': 13}, 'schedule_row': {'away_team': 'Missouri', 'conference_game': True, 'home_team': 'Oklahoma', 'id': 401752778, 'kickoff_iso_utc': '2025-11-22T17:00:00Z', 'season': 2025, 'venue': 'Memorial Stadium (Norman, OK)', 'week': 13}}",2025,,401752778,,,,13
,30.0,79,23,29.9,70.58,62.0,229.0,277.4,119,86,197.9,143.7,73.93,29.0,5-5,Rutgers,Rutgers,0.1,113,40,426.9,421.1,,20251122_1700_rutgers_ohio_state_buckeyes,3.43,,7.5,2,21,37.5,97.09,1.0,131.2,279.5,1,61,81.4,162.4,72.14,46.0,10-0,Ohio State Buckeyes,Ohio State,0.4,1,27,212.6,441.9,,2025-11-22T17:00:00Z,,,,26.51,,,,"{'league_metrics_away': {'ATS': None, 'PA': 30.0, 'PF': 29.9, 'PY(D)': 229.0, 'PY(O)': 277.4, 'R(D)_PY': 79, 'R(D)_RY': 119, 'R(D)_TY': 113, 'R(O)_PY': 23, 'R(O)_RY': 86, 'R(O)_TY': 40, 'RY(D)': 197.9, 'RY(O)': 143.7, 'SU': '5-5', 'TO': 0.1, 'TY(D)': 426.9, 'TY(O)': 421.1, 'Team': 'Rutgers'}, 'league_metrics_home': {'ATS': None, 'PA': 7.5, 'PF': 37.5, 'PY(D)': 131.2, 'PY(O)': 279.5, 'R(D)_PY': 2, 'R(D)_RY': 1, 'R(D)_TY': 1, 'R(O)_PY': 21, 'R(O)_RY': 61, 'R(O)_TY': 27, 'RY(D)': 81.4, 'RY(O)': 162.4, 'SU': '10-0', 'TO': 0.4, 'TY(D)': 212.6, 'TY(O)': 441.9, 'Team': 'Ohio State Buckeyes'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 70.58, 'pr_rank': 62, 'season': 2025, 'sos': 73.93, 'sos_rank': 29, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Rutgers', 'team_norm': 'Rutgers', 'team_raw': 'Rutgers', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 97.09, 'pr_rank': 1, 'season': 2025, 'sos': 72.14, 'sos_rank': 46, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Ohio State Buckeyes', 'team_norm': 'Ohio State Buckeyes', 'team_raw': 'Ohio State', 'week': 13}, 'schedule_row': {'away_team': 'Rutgers', 'conference_game': True, 'home_team': 'Ohio State', 'id': 401752912, 'kickoff_iso_utc': '2025-11-22T17:00:00Z', 'season': 2025, 'venue': 'Ohio Stadium', 'week': 13}}",2025,,401752912,,,,13
,29.1,83,74,22.8,55.31,117.0,234.1,224.4,97,55,171.4,168.4,62.33,90.0,3-7,Tulsa,Tulsa,-0.6,94,69,405.5,392.8,,20251122_1700_tulsa_army,3.43,,22.0,18,129,22.3,62.87,92.0,196.9,80.8,35,8,141.3,260.8,63.15,82.0,5-4,Army,Army,0.3,17,119,338.2,341.6,,2025-11-22T17:00:00Z,,,,7.56,,,,"{'league_metrics_away': {'ATS': None, 'PA': 29.1, 'PF': 22.8, 'PY(D)': 234.1, 'PY(O)': 224.4, 'R(D)_PY': 83, 'R(D)_RY': 97, 'R(D)_TY': 94, 'R(O)_PY': 74, 'R(O)_RY': 55, 'R(O)_TY': 69, 'RY(D)': 171.4, 'RY(O)': 168.4, 'SU': '3-7', 'TO': -0.6, 'TY(D)': 405.5, 'TY(O)': 392.8, 'Team': 'Tulsa'}, 'league_metrics_home': {'ATS': None, 'PA': 22.0, 'PF': 22.3, 'PY(D)': 196.9, 'PY(O)': 80.8, 'R(D)_PY': 18, 'R(D)_RY': 35, 'R(D)_TY': 17, 'R(O)_PY': 129, 'R(O)_RY': 8, 'R(O)_TY': 119, 'RY(D)': 141.3, 'RY(O)': 260.8, 'SU': '5-4', 'TO': 0.3, 'TY(D)': 338.2, 'TY(O)': 341.6, 'Team': 'Army'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 55.31, 'pr_rank': 117, 'season': 2025, 'sos': 62.33, 'sos_rank': 90, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Tulsa', 'team_norm': 'Tulsa', 'team_raw': 'Tulsa', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 62.87, 'pr_rank': 92, 'season': 2025, 'sos': 63.15, 'sos_rank': 82, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Army West Point', 'team_norm': 'Army West Point', 'team_raw': 'Army West Point', 'week': 13}, 'schedule_row': {'away_team': 'Tulsa', 'conference_game': True, 'home_team': 'Army', 'id': 401762512, 'kickoff_iso_utc': '2025-11-22T17:00:00Z', 'season': 2025, 'venue': 'Michie Stadium', 'week': 13}}",2025,,401762512,,,,13
,37.4,118,78,16.9,46.63,132.0,269.1,217.5,127,127,206.1,94.6,65.09,74.0,1-9,Charlotte,Charlotte,-0.8,132,113,475.2,312.1,,20251122_1745_charlotte_georgia_bulldogs,3.43,,18.8,53,63,33.6,90.92,5.0,214.6,238.1,11,31,92.6,190.6,75.8,16.0,9-1,Georgia Bulldogs,Georgia,-0.2,20,34,307.2,428.7,,2025-11-22T17:45:00Z,,,,44.29,,,,"{'league_metrics_away': {'ATS': None, 'PA': 37.4, 'PF': 16.9, 'PY(D)': 269.1, 'PY(O)': 217.5, 'R(D)_PY': 118, 'R(D)_RY': 127, 'R(D)_TY': 132, 'R(O)_PY': 78, 'R(O)_RY': 127, 'R(O)_TY': 113, 'RY(D)': 206.1, 'RY(O)': 94.6, 'SU': '1-9', 'TO': -0.8, 'TY(D)': 475.2, 'TY(O)': 312.1, 'Team': 'Charlotte'}, 'league_metrics_home': {'ATS': None, 'PA': 18.8, 'PF': 33.6, 'PY(D)': 214.6, 'PY(O)': 238.1, 'R(D)_PY': 53, 'R(D)_RY': 11, 'R(D)_TY': 20, 'R(O)_PY': 63, 'R(O)_RY': 31, 'R(O)_TY': 34, 'RY(D)': 92.6, 'RY(O)': 190.6, 'SU': '9-1', 'TO': -0.2, 'TY(D)': 307.2, 'TY(O)': 428.7, 'Team': 'Georgia Bulldogs'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 46.63, 'pr_rank': 132, 'season': 2025, 'sos': 65.09, 'sos_rank': 74, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Charlotte', 'team_norm': 'Charlotte', 'team_raw': 'Charlotte', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 90.92, 'pr_rank': 5, 'season': 2025, 'sos': 75.8, 'sos_rank': 16, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Georgia Bulldogs', 'team_norm': 'Georgia Bulldogs', 'team_raw': 'Georgia', 'week': 13}, 'schedule_row': {'away_team': 'Charlotte', 'conference_game': False, 'home_team': 'Georgia', 'id': 401752776, 'kickoff_iso_utc': '2025-11-22T17:45:00Z', 'season': 2025, 'venue': 'Sanford Stadium', 'week': 13}}",2025,,401752776,,,,13
,31.9,34,3,33.2,71.38,60.0,195.0,324.4,120,87,198.0,140.6,74.01,28.0,5-5,Baylor,Baylor,-1.0,83,18,393.0,465.0,,20251122_1800_baylor_arizona,3.43,,20.3,7,43,32.7,77.29,35.0,159.5,258.4,65,73,147.1,154.9,68.79,61.0,7-3,Arizona,Arizona,1.0,18,48,306.6,413.3,,2025-11-22T18:00:00Z,,,,5.91,,,,"{'league_metrics_away': {'ATS': None, 'PA': 31.9, 'PF': 33.2, 'PY(D)': 195.0, 'PY(O)': 324.4, 'R(D)_PY': 34, 'R(D)_RY': 120, 'R(D)_TY': 83, 'R(O)_PY': 3, 'R(O)_RY': 87, 'R(O)_TY': 18, 'RY(D)': 198.0, 'RY(O)': 140.6, 'SU': '5-5', 'TO': -1.0, 'TY(D)': 393.0, 'TY(O)': 465.0, 'Team': 'Baylor'}, 'league_metrics_home': {'ATS': None, 'PA': 20.3, 'PF': 32.7, 'PY(D)': 159.5, 'PY(O)': 258.4, 'R(D)_PY': 7, 'R(D)_RY': 65, 'R(D)_TY': 18, 'R(O)_PY': 43, 'R(O)_RY': 73, 'R(O)_TY': 48, 'RY(D)': 147.1, 'RY(O)': 154.9, 'SU': '7-3', 'TO': 1.0, 'TY(D)': 306.6, 'TY(O)': 413.3, 'Team': 'Arizona'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 71.38, 'pr_rank': 60, 'season': 2025, 'sos': 74.01, 'sos_rank': 28, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Baylor', 'team_norm': 'Baylor', 'team_raw': 'Baylor', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 77.29, 'pr_rank': 35, 'season': 2025, 'sos': 68.79, 'sos_rank': 61, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Arizona', 'team_norm': 'Arizona', 'team_raw': 'Arizona', 'week': 13}, 'schedule_row': {'away_team': 'Baylor', 'conference_game': True, 'home_team': 'Arizona', 'id': 401756954, 'kickoff_iso_utc': '2025-11-22T18:00:00Z', 'season': 2025, 'venue': 'Arizona Stadium', 'week': 13}}",2025,,401756954,,,,13
,21.1,25,62,32.0,72.52,53.0,185.5,240.0,85,14,159.2,217.2,61.49,100.0,7-3,Old Dominion,Old Dominion,-0.1,46,23,344.7,457.2,,20251122_1800_old_dominion_georgia_southern,3.43,,34.6,98,48,30.0,57.89,108.0,244.8,248.5,131,72,222.1,155.5,61.68,98.0,5-5,Georgia Southern,Georgia Southern,0.3,130,59,466.9,404.0,,2025-11-22T18:00:00Z,,,,-14.63,,,,"{'league_metrics_away': {'ATS': None, 'PA': 21.1, 'PF': 32.0, 'PY(D)': 185.5, 'PY(O)': 240.0, 'R(D)_PY': 25, 'R(D)_RY': 85, 'R(D)_TY': 46, 'R(O)_PY': 62, 'R(O)_RY': 14, 'R(O)_TY': 23, 'RY(D)': 159.2, 'RY(O)': 217.2, 'SU': '7-3', 'TO': -0.1, 'TY(D)': 344.7, 'TY(O)': 457.2, 'Team': 'Old Dominion'}, 'league_metrics_home': {'ATS': None, 'PA': 34.6, 'PF': 30.0, 'PY(D)': 244.8, 'PY(O)': 248.5, 'R(D)_PY': 98, 'R(D)_RY': 131, 'R(D)_TY': 130, 'R(O)_PY': 48, 'R(O)_RY': 72, 'R(O)_TY': 59, 'RY(D)': 222.1, 'RY(O)': 155.5, 'SU': '5-5', 'TO': 0.3, 'TY(D)': 466.9, 'TY(O)': 404.0, 'Team': 'Georgia Southern'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 72.52, 'pr_rank': 53, 'season': 2025, 'sos': 61.49, 'sos_rank': 100, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Old Dominion', 'team_norm': 'Old Dominion', 'team_raw': 'Old Dominion', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 57.89, 'pr_rank': 108, 'season': 2025, 'sos': 61.68, 'sos_rank': 98, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Georgia Southern', 'team_norm': 'Georgia Southern', 'team_raw': 'Georgia Southern', 'week': 13}, 'schedule_row': {'away_team': 'Old Dominion', 'conference_game': True, 'home_team': 'Georgia Southern', 'id': 401761657, 'kickoff_iso_utc': '2025-11-22T18:00:00Z', 'season': 2025, 'venue': 'Allen E. Paulson Stadium', 'week': 13}}",2025,,401761657,,,,13
,21.0,13,93,20.7,70.66,61.0,168.9,199.4,50,117,137.8,111.2,70.21,58.0,5-5,Washington State,Washington State,-0.9,19,114,306.7,310.6,,20251122_1800_washington_state_james_madison,3.43,,16.2,12,81,37.1,78.14,29.0,168.0,215.7,6,6,89.6,244.7,61.4,101.0,9-1,James Madison,James Madison,0.0,4,20,257.6,460.4,,2025-11-22T18:00:00Z,,,,7.48,,,,"{'league_metrics_away': {'ATS': None, 'PA': 21.0, 'PF': 20.7, 'PY(D)': 168.9, 'PY(O)': 199.4, 'R(D)_PY': 13, 'R(D)_RY': 50, 'R(D)_TY': 19, 'R(O)_PY': 93, 'R(O)_RY': 117, 'R(O)_TY': 114, 'RY(D)': 137.8, 'RY(O)': 111.2, 'SU': '5-5', 'TO': -0.9, 'TY(D)': 306.7, 'TY(O)': 310.6, 'Team': 'Washington State'}, 'league_metrics_home': {'ATS': None, 'PA': 16.2, 'PF': 37.1, 'PY(D)': 168.0, 'PY(O)': 215.7, 'R(D)_PY': 12, 'R(D)_RY': 6, 'R(D)_TY': 4, 'R(O)_PY': 81, 'R(O)_RY': 6, 'R(O)_TY': 20, 'RY(D)': 89.6, 'RY(O)': 244.7, 'SU': '9-1', 'TO': 0.0, 'TY(D)': 257.6, 'TY(O)': 460.4, 'Team': 'James Madison'}, 'sagarin_away': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 70.66, 'pr_rank': 61, 'season': 2025, 'sos': 70.21, 'sos_rank': 58, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'Washington State', 'team_norm': 'Washington State', 'team_raw': 'Washington State', 'week': 13}, 'sagarin_home': {'fetched_at': '2025-11-24 22:25:42.757952+00:00', 'hfa': 3.43, 'page_stamp': 'COLLEGE FOOTBALL 2025 through results of 2025 NOVEMBER 22 SATURDAY - WEEK 13', 'pr': 78.14, 'pr_rank': 29, 'season': 2025, 'sos': 61.4, 'sos_rank': 101, 'source_url': 'http://sagarin.com/sports/cfsend.htm', 'team': 'James Madison', 'team_norm': 'James Madison', 'team_raw': 'James Madison', 'week': 13}, 'schedule_row': {'away_team': 'Washington State', 'conference_game': False, 'home_team': 'James Madison', 'id': 401752954, 'kickoff_iso_utc': '2025-11-22T18:00:00Z', 'season': 2025, 'venue': 'Bridgeforth Stadium', 'week': 13}}",2025,,401752954,,,,13
