Team,RY(O),R(O)_RY,PY(O),R(O)_PY,TY(O),R(O)_TY,RY(D),R(D)_RY,PY(D),R(D)_PY,TY(D),R(D)_TY,TO,PF,PA,SU,ATS
Cincinnati,197.0,19,239.9,39,436.9,16,155.3,85,225.6,92,380.9,95,0.2,35.6,21.9,7-2,
Clemson Tigers,123.8,111,296.9,21,420.6,57,106.1,16,245.0,83,350.9,37,-0.6,28.4,24.0,3-5,
Coastal Carolina,177.2,55,143.2,122,320.5,124,194.4,107,219.9,45,414.2,84,-0.2,22.1,28.1,5-3,
Colorado,131.4,87,199.7,84,331.1,92,217.0,128,210.7,71,427.7,125,-0.7,22.0,30.1,3-6,
Colorado State,141.5,95,187.5,103,329.0,119,177.9,92,227.2,55,405.1,77,-0.1,19.1,27.1,2-6,
Delaware,114.9,118,303.5,17,418.4,60,177.2,90,236.0,69,413.2,81,-0.5,29.2,32.1,4-4,
Duke,136.1,103,324.2,11,460.4,32,135.6,42,263.2,106,398.9,70,0.6,35.4,28.1,5-3,
East Carolina,186.4,41,288.9,25,475.2,23,114.2,23,212.0,37,326.2,23,0.5,32.1,16.8,5-3,
Eastern Michigan,139.2,73,227.9,52,367.1,68,244.3,129,212.1,74,456.4,130,0.0,24.1,32.9,2-7,
Florida,126.5,107,226.2,81,352.8,108,121.6,29,220.2,47,341.9,32,-0.2,22.1,20.5,3-5,
Florida Atlantic,103.0,126,325.9,9,428.9,52,204.2,116,205.2,32,409.5,78,-1.8,30.2,36.2,3-5,
Florida International,183.0,49,209.2,92,392.2,81,159.4,71,256.4,96,415.8,88,-0.4,22.2,29.9,3-5,
Florida State,241.5,10,269.2,40,510.8,11,114.8,24,202.9,27,317.6,18,0.0,40.0,20.6,4-4,
Fresno State,154.3,60,193.9,88,348.2,82,130.1,52,173.2,24,303.3,31,-0.1,26.1,21.8,6-3,
Georgia Bulldogs,184.4,46,236.0,72,420.4,58,94.2,12,215.2,42,309.5,16,-0.2,32.5,19.6,7-1,
Georgia Southern,137.6,100,224.0,85,361.6,102,242.5,127,227.8,56,470.2,119,0.4,28.8,35.4,3-5,
Georgia State,114.5,119,248.9,62,363.4,100,207.2,118,247.6,86,454.9,112,-0.9,20.4,40.8,1-7,
Georgia Tech,221.2,8,261.1,22,482.3,6,165.4,99,230.0,101,395.4,106,-0.3,36.0,23.1,8-1,
Hawai'i,104.7,117,307.6,3,412.2,28,133.1,59,225.4,91,358.6,75,-0.7,29.7,25.7,6-3,
Houston,162.1,50,222.0,59,384.1,50,134.3,61,204.4,61,338.8,60,0.1,29.4,21.6,7-2,
Illinois,131.1,89,253.9,26,385.0,49,126.4,48,247.2,120,373.7,91,0.1,33.1,25.9,6-3,
Indiana,253.3,3,259.2,23,512.6,1,80.0,7,168.3,21,248.3,8,1.3,46.4,10.8,9-0,
Iowa,185.2,44,132.6,123,317.9,125,90.0,7,151.0,5,241.0,3,0.6,31.2,13.1,6-2,
Iowa State,164.1,45,243.6,36,407.7,36,155.0,84,212.2,75,367.2,80,0.1,27.9,22.0,5-4,
Jacksonville State,260.8,6,149.5,120,410.2,70,139.6,46,240.8,78,380.4,58,0.5,29.9,25.9,5-3,
James Madison,248.0,9,198.0,98,446.0,40,80.9,2,171.1,15,252.0,7,0.1,34.8,16.1,7-1,
Kansas,160.6,53,229.2,49,389.8,43,170.1,104,213.0,76,383.1,98,0.0,31.3,25.3,5-4,
Kansas State,142.4,70,220.7,64,363.1,71,152.9,81,223.6,89,376.4,93,0.7,29.8,27.7,4-5,
Kennesaw State,156.2,74,217.5,89,373.8,91,158.1,68,231.1,66,389.2,66,-0.1,26.2,21.1,6-2,
Kent State,89.0,130,180.5,110,269.5,131,206.9,117,260.6,102,467.5,116,-0.2,18.6,36.5,3-5,
Kentucky,145.0,90,201.2,95,346.2,112,130.8,37,236.8,70,367.5,48,-0.6,22.4,26.8,3-5,
Liberty,172.5,61,197.4,99,369.9,95,176.9,89,188.9,20,365.8,45,0.0,24.1,22.6,4-4,
Louisiana,185.3,29,155.4,114,340.8,86,196.0,125,201.0,52,397.0,109,-0.1,24.3,29.3,3-6,
Louisiana Tech,176.4,57,194.1,101,370.5,94,131.4,38,240.6,77,372.0,49,0.6,28.6,18.1,5-3,
Louisville,155.9,75,252.0,58,407.9,73,112.6,19,167.9,14,280.5,9,0.4,33.8,20.8,7-1,
Lsu,107.5,123,249.2,61,356.5,105,135.4,41,191.1,22,326.5,24,0.5,25.5,18.9,5-3,
Marshall,207.5,30,187.5,103,395.0,80,146.9,53,266.2,110,413.1,80,0.6,34.1,32.5,4-4,
Maryland,95.0,127,249.6,60,344.6,114,155.1,64,226.2,53,381.4,61,0.9,26.0,22.0,4-4,
Massachusetts,81.6,132,172.4,116,254.0,133,183.6,96,256.1,95,439.8,103,-0.1,11.5,35.9,0-8,
Memphis,201.0,16,228.7,50,429.7,20,128.2,50,218.7,85,346.9,67,1.0,37.7,19.2,8-1,
Miami,154.8,78,258.9,48,413.6,67,79.4,1,205.9,33,285.2,10,0.5,32.2,15.6,6-2,
Miami (oh),167.5,65,199.9,96,367.4,97,123.4,31,203.1,29,326.5,24,0.4,26.0,21.4,5-3,
Michigan,225.2,7,185.7,93,410.9,30,100.7,20,203.8,59,304.4,33,0.9,28.1,17.2,7-2,
Michigan State,125.6,96,221.9,60,347.4,83,146.0,75,227.0,94,373.0,90,-0.3,25.6,31.4,3-6,
Middle Tennessee,87.1,131,241.4,68,328.5,120,147.4,55,231.8,67,379.1,56,-0.1,18.9,29.0,1-7,
Minnesota,110.1,110,203.3,79,313.4,109,109.0,30,203.4,57,312.4,38,0.2,23.8,21.6,6-3,
Mississippi State,157.3,56,250.9,31,408.2,34,163.2,96,206.1,68,369.3,86,0.4,33.2,24.7,5-4,
Missouri,235.8,13,237.9,70,473.6,24,87.0,4,155.4,7,242.4,5,-0.2,35.4,16.8,6-2,
Missouri State,120.8,114,254.1,53,374.9,89,139.6,46,237.5,72,377.1,52,0.1,22.8,27.0,5-3,
Navy,318.0,1,149.0,121,467.0,26,126.5,34,253.8,92,380.2,57,0.1,34.8,24.0,7-1,
Nc State,161.6,52,277.8,14,439.3,15,133.2,60,292.4,129,425.7,123,-0.4,32.4,30.6,5-4,
Nebraska,138.1,76,253.0,27,391.1,42,163.8,97,128.3,4,292.1,27,0.3,33.0,19.8,6-3,
Nevada,139.9,98,155.4,118,295.2,128,155.0,63,212.2,39,367.2,47,-1.6,14.0,27.5,1-7,
New Mexico,154.4,59,235.1,44,389.6,44,117.2,39,260.0,125,377.2,94,-1.0,30.2,25.9,6-3,
New Mexico State,68.6,133,232.9,76,301.5,126,141.6,47,249.2,88,390.9,68,0.4,21.4,25.4,3-5,
North Carolina,123.1,112,175.5,113,298.6,127,110.4,17,210.5,36,320.9,20,-0.5,19.4,22.1,3-5,
North Texas,179.0,34,307.2,4,486.2,4,204.3,126,160.3,17,364.7,79,1.1,44.4,24.1,8-1,
Northern Illinois,170.8,62,103.1,126,273.9,129,176.8,88,167.8,13,344.5,34,-0.1,13.4,22.1,2-6,
Northwestern,189.1,40,172.4,116,361.5,103,139.1,44,165.1,11,304.2,13,-0.5,22.5,16.8,5-3,
Notre Dame Fighting Irish,189.1,40,274.0,36,463.1,29,90.2,8,258.6,100,348.9,36,1.2,37.4,19.9,6-2,
Ohio,210.4,27,225.6,82,436.0,47,154.2,62,230.1,62,384.4,62,0.1,29.2,24.8,5-3,
Ohio State Buckeyes,154.0,80,284.2,28,438.2,44,81.8,3,133.0,2,214.8,1,0.5,36.6,6.9,8-0,
Oklahoma,137.3,79,236.7,43,374.0,56,82.8,11,181.8,31,264.6,12,-0.6,28.9,14.1,7-2,
Oklahoma State,127.0,93,170.8,102,297.8,117,171.4,106,272.7,127,444.1,129,-0.1,15.2,38.8,1-8,
Old Dominion,202.3,15,249.8,32,452.1,12,174.0,109,193.7,44,367.7,83,-0.3,31.9,23.4,6-3,
Ole Miss,188.2,23,289.2,10,477.4,8,150.6,79,196.9,49,347.4,68,-0.2,36.2,22.0,8-1,
Oregon Ducks,237.0,12,246.9,65,483.9,19,116.9,26,124.6,1,241.5,4,0.6,41.2,13.5,7-1,
Oregon State,136.7,81,215.3,67,352.0,79,151.8,80,245.8,118,397.6,110,-0.8,19.9,29.9,2-7,
Penn State,155.2,77,180.4,111,335.6,116,162.1,73,166.4,12,328.5,26,0.2,31.5,21.8,3-5,
Pittsburgh,124.9,97,302.9,5,427.8,22,81.0,9,237.4,111,318.4,42,-0.1,39.7,21.8,7-2,
Purdue,142.3,71,234.1,45,376.4,55,161.1,95,234.4,107,395.6,107,-1.1,22.1,27.0,2-7,
Rice,213.3,11,103.2,125,316.6,106,149.4,78,218.1,84,367.6,82,0.0,20.8,29.1,4-5,
Rutgers,131.2,88,282.8,13,414.0,27,186.0,121,243.6,115,429.6,126,0.2,29.3,31.1,4-5,
Sam Houston,138.5,99,183.2,107,321.8,123,214.0,122,266.0,109,480.0,124,0.1,16.6,40.9,0-8,
San Diego State,186.0,42,181.9,108,366.5,98,91.5,10,155.6,8,247.1,6,0.8,28.9,10.0,7-1,
San José State,122.0,113,332.9,7,454.9,38,125.1,33,311.0,128,436.1,100,-0.1,26.8,30.4,3-5,
Smu,111.1,108,277.0,15,388.1,46,102.8,25,300.2,131,403.0,111,0.9,30.8,21.2,6-3,
South Alabama,193.7,21,185.4,94,379.1,53,192.8,124,188.6,38,381.3,96,0.1,24.9,29.7,2-7,
South Carolina,101.4,120,193.3,89,294.8,118,154.1,83,190.6,41,344.7,64,0.3,19.7,22.1,3-6,
South Florida,225.8,17,261.5,46,487.2,17,113.6,21,271.1,113,384.8,63,0.8,40.4,24.4,6-2,
Southern Miss,151.8,83,246.0,66,397.8,78,168.1,78,212.6,40,380.8,59,1.5,33.0,24.6,6-2,
Stanford,82.8,128,225.7,55,308.4,111,132.0,56,293.6,130,425.6,122,-0.6,17.8,30.1,3-6,
Syracuse,112.8,105,258.1,24,370.9,62,169.6,103,267.8,126,437.3,128,-0.9,23.7,30.8,3-6,
Tcu,124.6,109,301.5,20,426.1,54,120.9,28,257.9,98,378.8,54,0.5,34.6,25.1,6-2,
Temple,163.3,48,209.4,73,372.8,59,192.2,123,196.8,48,389.0,101,1.2,31.4,28.1,5-4,
Tennessee,178.7,35,329.3,1,508.0,2,141.1,69,254.9,123,396.0,108,0.4,43.6,31.1,6-3,
Texas Aandm,200.6,36,259.1,47,459.8,33,118.5,27,203.0,28,321.5,21,-0.1,37.8,23.6,8-0,
Texas Longhorns,135.7,82,246.1,34,381.8,51,78.2,6,235.8,108,314.0,40,0.9,29.6,16.4,7-2,
Texas State,218.0,20,254.0,54,472.0,25,177.4,91,244.9,82,422.2,92,-1.0,34.1,33.9,3-5,
Texas Tech,199.7,18,293.1,8,492.8,3,77.7,5,193.2,43,270.9,14,0.9,43.6,13.2,8-1,
Toledo,184.1,47,253.2,56,437.4,45,95.4,14,142.8,3,238.1,2,0.6,31.8,16.0,4-4,
Troy,121.1,102,203.1,80,324.2,99,161.1,95,195.6,46,356.7,72,0.2,27.0,24.1,6-3,
Tulane,175.2,58,233.1,75,408.4,72,158.0,67,244.1,81,402.1,73,0.1,25.9,25.5,6-2,
Tulsa,150.6,84,230.8,78,381.4,87,192.0,105,223.6,50,415.6,87,-0.5,22.0,29.6,2-6,
USC Trojans,203.1,33,302.2,19,505.4,13,142.8,49,212.0,37,354.8,41,0.2,39.8,22.4,6-2,
Uab,126.6,106,283.6,30,410.2,70,189.6,102,242.5,79,432.1,99,-1.0,28.4,38.8,3-5,
Ucf,191.6,39,226.2,81,417.9,61,147.1,54,161.4,9,308.5,15,-0.1,27.2,18.8,4-4,
Ucla,162.0,68,183.5,106,345.5,113,195.9,110,183.1,18,379.0,55,-0.2,20.4,31.0,3-5,
Uconn,161.8,51,299.3,6,461.1,9,174.9,111,216.8,80,391.7,104,1.1,36.9,23.9,6-3,
Ul Monroe,171.1,38,150.7,117,321.8,101,146.9,76,242.3,114,389.2,102,-1.0,16.0,32.9,3-6,
Unlv,194.1,37,256.6,51,450.8,39,195.5,108,274.5,116,470.0,118,1.0,36.9,34.2,6-2,
Utah,267.4,2,210.1,71,477.6,7,142.8,72,156.8,16,299.6,29,0.1,39.6,14.2,7-2,
Utah State,160.9,69,252.9,57,413.8,66,186.5,100,258.2,99,444.8,105,0.1,31.5,31.8,4-4,
Utep,109.0,122,216.4,91,325.4,121,156.6,65,195.5,25,352.1,39,-1.0,20.9,25.2,2-6,
Utsa,183.0,49,223.2,86,406.2,74,149.0,57,253.5,90,402.5,74,0.5,34.0,30.2,4-4,
Vanderbilt,187.8,24,245.2,35,433.0,18,101.6,23,232.8,105,334.3,51,0.3,37.6,20.4,7-2,
Virginia,188.6,22,252.3,29,440.9,14,113.6,35,231.8,103,345.3,65,1.0,36.4,22.2,8-1,
Virginia Tech,183.0,32,176.9,97,359.9,75,148.2,77,220.7,87,368.9,85,-0.4,24.3,29.7,3-6,
Wake Forest,141.6,94,234.5,74,376.1,88,133.9,40,191.2,23,325.1,22,-0.4,24.2,21.8,5-3,
Washington,168.2,64,272.4,38,440.6,41,103.1,15,230.1,62,333.2,28,0.5,35.5,20.9,6-2,
Washington State,106.1,115,205.3,77,311.4,110,141.2,70,181.0,30,322.2,43,-1.1,19.9,23.0,4-5,
West Virginia,184.0,31,174.3,100,358.3,77,153.7,82,255.0,124,408.7,113,0.4,23.2,30.4,3-6,
Western Kentucky,122.0,101,287.8,12,409.8,31,177.7,112,205.3,65,383.0,97,-0.3,30.1,22.8,7-2,
Western Michigan,158.3,54,161.1,109,319.4,104,110.1,32,181.8,31,291.9,25,0.1,22.3,19.0,5-4,
Wisconsin,112.2,121,152.1,119,264.4,132,110.8,18,230.2,63,341.0,30,-0.9,12.5,23.9,2-6,
Wyoming,150.2,63,196.1,87,346.3,84,163.2,96,184.9,35,348.1,69,-0.3,19.4,20.2,4-5,
